hold_1,hold_2,hold_3,hold_4,hold_5,hold_6,hold_7,hold_8,hold_9,flight_1,flight_2,flight_3,flight_4,flight_5,flight_6,flight_7,flight_8,label
0.06504964828491211,0.06555962562561035,0.06457066535949707,0.06506776809692383,0.06557846069335938,0.06509876251220703,0.06456351280212402,0.0655667781829834,0.06498217582702637,0.1302638053894043,0.130507230758667,0.13004374504089355,0.13050436973571777,0.13166356086730957,0.13016271591186523,0.12963581085205078,0.12963294982910156,X7v2
0.06456470489501953,0.06540226936340332,0.06490063667297363,0.06492352485656738,0.06550145149230957,0.06506204605102539,0.06489872932434082,0.06509685516357422,0.06507110595703125,0.1306459903717041,0.1304631233215332,0.12996363639831543,0.130479097366333,0.13155102729797363,0.13013100624084473,0.1299750804901123,0.12966179847717285,X7v2
0.06505990028381348,0.0655677318572998,0.06558012962341309,0.06458044052124023,0.06456327438354492,0.06475043296813965,0.06506800651550293,0.06533050537109375,0.06499361991882324,0.13062047958374023,0.1301286220550537,0.1306760311126709,0.13073205947875977,0.13114428520202637,0.12931108474731445,0.13013720512390137,0.13038969039916992,X7v2
0.06505298614501953,0.06406426429748535,0.06506776809692383,0.06555867195129395,0.06556439399719238,0.0650625228881836,0.06407475471496582,0.06508231163024902,0.06456351280212402,0.13164019584655762,0.1296553611755371,0.1296367645263672,0.13062047958374023,0.13112568855285645,0.1305561065673828,0.1296393871307373,0.13015508651733398,X7v2
0.06408190727233887,0.06555867195129395,0.06455779075622559,0.06506896018981934,0.06508779525756836,0.0650782585144043,0.06556057929992676,0.06459212303161621,0.0650780200958252,0.1304163932800293,0.13065671920776367,0.13011574745178223,0.1306302547454834,0.1305851936340332,0.13006329536437988,0.13062453269958496,0.1296672821044922,X7v2
0.06484794616699219,0.06546878814697266,0.0650632381439209,0.06556105613708496,0.06505036354064941,0.06455516815185547,0.06457138061523438,0.06458210945129395,0.06446528434753418,0.13091087341308594,0.1304340362548828,0.12962889671325684,0.1311321258544922,0.1312558650970459,0.13012266159057617,0.12981939315795898,0.13008499145507812,X7v2
0.06507992744445801,0.06377816200256348,0.06521129608154297,0.06455707550048828,0.0650782585144043,0.06459188461303711,0.06506896018981934,0.06555795669555664,0.06557345390319824,0.1316359043121338,0.12919116020202637,0.1302778720855713,0.1302635669708252,0.13147354125976562,0.13019037246704102,0.12964344024658203,0.12963294982910156,X7v2
0.06557178497314453,0.0650632381439209,0.06557130813598633,0.06406903266906738,0.06458330154418945,0.06506133079528809,0.06507301330566406,0.06506943702697754,0.06557035446166992,0.13114213943481445,0.12961697578430176,0.13112521171569824,0.13064360618591309,0.1301589012145996,0.1306476593017578,0.12962579727172852,0.1298222541809082,X7v2
0.06556391716003418,0.06458067893981934,0.06408047676086426,0.06506705284118652,0.06456995010375977,0.06534647941589355,0.06456279754638672,0.06455826759338379,0.06456279754638672,0.13165569305419922,0.13016819953918457,0.12965106964111328,0.13113641738891602,0.1306297779083252,0.13039445877075195,0.12982606887817383,0.1301100254058838,X7v2
0.06607818603515625,0.06506586074829102,0.06459259986877441,0.06555700302124023,0.06456708908081055,0.06456542015075684,0.06456351280212402,0.0650475025177002,0.06405854225158691,0.1316516399383545,0.13013911247253418,0.12964963912963867,0.1312580108642578,0.13106393814086914,0.12946653366088867,0.1299893856048584,0.13061976432800293,X7v2
0.06456184387207031,0.0645759105682373,0.0648183822631836,0.0660700798034668,0.0648496150970459,0.06546401977539062,0.0650632381439209,0.06506729125976562,0.06510734558105469,0.13113737106323242,0.12914776802062988,0.12988567352294922,0.131636381149292,0.1304166316986084,0.130021333694458,0.13062334060668945,0.12963247299194336,X7v2
0.06488871574401855,0.0654749870300293,0.06456494331359863,0.0650632381439209,0.06506204605102539,0.06556272506713867,0.06556820869445801,0.06510162353515625,0.06557726860046387,0.13044238090515137,0.1305396556854248,0.12962007522583008,0.1306164264678955,0.13112497329711914,0.13013672828674316,0.13063788414001465,0.1291654109954834,X7v2
0.06408095359802246,0.06554865837097168,0.06508588790893555,0.06456995010375977,0.06507563591003418,0.06506752967834473,0.06457114219665527,0.06508111953735352,0.06573843955993652,0.13015317916870117,0.13004279136657715,0.13095593452453613,0.13063406944274902,0.1302337646484375,0.13066315650939941,0.12958168983459473,0.1296675205230713,X7v2
0.06505990028381348,0.06507444381713867,0.06506991386413574,0.06507277488708496,0.0646812915802002,0.06506562232971191,0.06517648696899414,0.06506490707397461,0.06455302238464355,0.1316225528717041,0.12963461875915527,0.13013958930969238,0.13115406036376953,0.13076472282409668,0.13012051582336426,0.12965154647827148,0.1304786205291748,X7v2
0.06506109237670898,0.0650632381439209,0.0651085376739502,0.06507396697998047,0.06558918952941895,0.06457185745239258,0.0650327205657959,0.06495785713195801,0.06507086753845215,0.13150596618652344,0.12949204444885254,0.13010168075561523,0.13065671920776367,0.13163375854492188,0.13014459609985352,0.130096435546875,0.12951445579528809,X7v2
0.06521439552307129,0.06446051597595215,0.06507754325866699,0.06507587432861328,0.06507325172424316,0.06555581092834473,0.06555032730102539,0.06455516815185547,0.06508755683898926,0.13127970695495605,0.1300368309020996,0.13015079498291016,0.1301589012145996,0.1310408115386963,0.1299912929534912,0.13060712814331055,0.1296091079711914,X7v2
0.0650780200958252,0.06506896018981934,0.06541013717651367,0.06456255912780762,0.0655825138092041,0.06457281112670898,0.0650644302368164,0.06505894660949707,0.06458449363708496,0.1306464672088623,0.12987637519836426,0.13046884536743164,0.13061094284057617,0.13164544105529785,0.12962770462036133,0.12961530685424805,0.1306304931640625,X7v2
0.06559896469116211,0.06507468223571777,0.06406211853027344,0.06456303596496582,0.06505513191223145,0.0650482177734375,0.0650491714477539,0.06443500518798828,0.06496858596801758,0.13187146186828613,0.13045358657836914,0.12955713272094727,0.1311197280883789,0.13042235374450684,0.12993407249450684,0.13061285018920898,0.13001370429992676,X7v2
0.06557369232177734,0.06457781791687012,0.06505465507507324,0.06506228446960449,0.06556367874145508,0.0655815601348877,0.06505250930786133,0.06505298614501953,0.06508684158325195,0.13122773170471191,0.13021516799926758,0.12982869148254395,0.13112545013427734,0.13062334060668945,0.13013553619384766,0.13010311126708984,0.13061189651489258,X7v2
0.06459760665893555,0.06508183479309082,0.06456732749938965,0.06456708908081055,0.06551599502563477,0.05756068229675293,0.06557512283325195,0.06507015228271484,0.06556868553161621,0.1306619644165039,0.13063502311706543,0.12961578369140625,0.1306159496307373,0.13907957077026367,0.12213563919067383,0.13016033172607422,0.1297016143798828,X7v2
